FILENAME,CLASS,LABEL,SCORE
Galaxy10_DECals-dataset-08168,2,3,0.6667
Galaxy10_DECals-dataset-12787,2,2,0.493
Galaxy10_DECals-dataset-15803,3,3,0.7133
Galaxy10_DECals-dataset-00392,0,2,0.5498
Galaxy10_DECals-dataset-01903,0,2,0.828
Galaxy10_DECals-dataset-11203,2,2,0.9068
Galaxy10_DECals-dataset-17508,3,3,0.9
Galaxy10_DECals-dataset-13042,2,2,0.6949
Galaxy10_DECals-dataset-12961,2,1,0.4202
Galaxy10_DECals-dataset-16163,3,3,0.8797
Galaxy10_DECals-dataset-01715,0,0,0.6897
Galaxy10_DECals-dataset-04242,1,1,0.9137
Galaxy10_DECals-dataset-02955,1,1,0.7157
Galaxy10_DECals-dataset-11947,2,2,0.6496
Galaxy10_DECals-dataset-16986,3,3,0.4533
Galaxy10_DECals-dataset-14529,3,3,0.9
Galaxy10_DECals-dataset-02459,0,0,0.4815
Galaxy10_DECals-dataset-17620,3,3,0.9333
Galaxy10_DECals-dataset-14628,3,3,0.7
Galaxy10_DECals-dataset-15235,3,3,1.0
Galaxy10_DECals-dataset-10800,2,2,0.5417
Galaxy10_DECals-dataset-17356,3,2,0.6697
Galaxy10_DECals-dataset-01528,0,1,0.5667
Galaxy10_DECals-dataset-09833,2,2,0.729
Galaxy10_DECals-dataset-15975,3,3,0.95
Galaxy10_DECals-dataset-13815,2,2,0.7629
Galaxy10_DECals-dataset-05280,1,1,0.7936
Galaxy10_DECals-dataset-00635,0,2,0.4826
Galaxy10_DECals-dataset-16251,3,3,0.7333
Galaxy10_DECals-dataset-16549,3,3,0.8667
Galaxy10_DECals-dataset-04069,1,1,0.8077
Galaxy10_DECals-dataset-13624,2,2,0.8147
Galaxy10_DECals-dataset-01998,0,0,0.6745
Galaxy10_DECals-dataset-15933,3,0,0.3917
Galaxy10_DECals-dataset-13758,2,2,0.7952
Galaxy10_DECals-dataset-00369,0,0,0.3341
Galaxy10_DECals-dataset-16046,3,3,0.5133
Galaxy10_DECals-dataset-09710,2,2,0.8211
Galaxy10_DECals-dataset-08301,2,2,0.8177
Galaxy10_DECals-dataset-11961,2,2,0.737
Galaxy10_DECals-dataset-10072,2,2,0.5099
Galaxy10_DECals-dataset-13773,2,1,0.5056
Galaxy10_DECals-dataset-16024,3,3,0.9667
Galaxy10_DECals-dataset-06942,1,1,0.7209
Galaxy10_DECals-dataset-14080,2,1,0.4568
Galaxy10_DECals-dataset-06154,1,2,0.6501
Galaxy10_DECals-dataset-06493,1,1,0.6944
Galaxy10_DECals-dataset-16654,3,3,0.8667
Galaxy10_DECals-dataset-08621,2,2,0.6995
Galaxy10_DECals-dataset-04170,1,1,0.9191
Galaxy10_DECals-dataset-07713,1,1,0.6719
Galaxy10_DECals-dataset-10645,2,2,0.8064
Galaxy10_DECals-dataset-08887,2,2,0.7102
Galaxy10_DECals-dataset-08868,2,2,0.9568
Galaxy10_DECals-dataset-02639,0,0,0.4564
Galaxy10_DECals-dataset-01531,0,2,0.3992
Galaxy10_DECals-dataset-15208,3,3,0.9667
Galaxy10_DECals-dataset-15960,3,2,0.4711
Galaxy10_DECals-dataset-14826,3,3,0.7333
Galaxy10_DECals-dataset-04494,1,1,0.8532
Galaxy10_DECals-dataset-02679,0,0,0.4922
Galaxy10_DECals-dataset-16984,3,3,0.9
Galaxy10_DECals-dataset-01895,0,2,0.3667
Galaxy10_DECals-dataset-05073,1,1,0.6759
Galaxy10_DECals-dataset-14579,3,3,0.9292
Galaxy10_DECals-dataset-10182,2,2,0.5437
Galaxy10_DECals-dataset-09728,2,2,0.4814
Galaxy10_DECals-dataset-13410,2,2,0.7891
Galaxy10_DECals-dataset-11973,2,2,0.8688
Galaxy10_DECals-dataset-14521,3,3,1.0
Galaxy10_DECals-dataset-02766,0,0,0.4712
Galaxy10_DECals-dataset-16507,3,3,0.8333
Galaxy10_DECals-dataset-08310,2,1,0.538
Galaxy10_DECals-dataset-02324,0,2,0.477
Galaxy10_DECals-dataset-10201,2,2,0.625
Galaxy10_DECals-dataset-09328,2,2,0.5317
Galaxy10_DECals-dataset-07857,1,1,0.5568
Galaxy10_DECals-dataset-04058,1,1,0.7035
Galaxy10_DECals-dataset-11993,2,0,0.5456
Galaxy10_DECals-dataset-04789,1,1,0.5935
Galaxy10_DECals-dataset-12153,2,3,0.6583
Galaxy10_DECals-dataset-00452,0,2,0.5733
Galaxy10_DECals-dataset-07549,1,1,0.4627
Galaxy10_DECals-dataset-16715,3,2,0.3086
Galaxy10_DECals-dataset-02910,0,2,0.5193
Galaxy10_DECals-dataset-10290,2,2,0.7705
Galaxy10_DECals-dataset-13714,2,2,0.8351
Galaxy10_DECals-dataset-08785,2,2,0.782
Galaxy10_DECals-dataset-15002,3,3,0.7667
Galaxy10_DECals-dataset-02041,0,0,0.3599
Galaxy10_DECals-dataset-11623,2,2,0.6903
Galaxy10_DECals-dataset-03107,1,1,0.9298
Galaxy10_DECals-dataset-13176,2,1,0.4499
Galaxy10_DECals-dataset-17170,3,3,0.5131
Galaxy10_DECals-dataset-13611,2,2,0.5234
Galaxy10_DECals-dataset-06765,1,1,0.7025
Galaxy10_DECals-dataset-05737,1,3,0.5
Galaxy10_DECals-dataset-08182,2,2,0.6963
Galaxy10_DECals-dataset-04458,1,1,0.8979
Galaxy10_DECals-dataset-17547,3,3,0.7389
Galaxy10_DECals-dataset-14231,2,3,0.4417
Galaxy10_DECals-dataset-04876,1,1,0.4079
Galaxy10_DECals-dataset-03205,1,1,0.6571
Galaxy10_DECals-dataset-17609,3,0,0.3243
Galaxy10_DECals-dataset-11231,2,2,0.6083
Galaxy10_DECals-dataset-06678,1,1,0.7939
Galaxy10_DECals-dataset-09803,2,2,0.6083
Galaxy10_DECals-dataset-10577,2,2,0.6483
Galaxy10_DECals-dataset-04532,1,1,0.9869
Galaxy10_DECals-dataset-04410,1,2,0.415
Galaxy10_DECals-dataset-05601,1,1,1.0
Galaxy10_DECals-dataset-05284,1,1,0.853
Galaxy10_DECals-dataset-08970,2,2,0.893
Galaxy10_DECals-dataset-08228,2,2,0.3271
Galaxy10_DECals-dataset-15307,3,3,0.8
Galaxy10_DECals-dataset-01527,0,0,0.4709
Galaxy10_DECals-dataset-08131,2,0,0.6
Galaxy10_DECals-dataset-01881,0,2,0.5952
Galaxy10_DECals-dataset-09722,2,2,0.7577
Galaxy10_DECals-dataset-11397,2,2,0.7472
Galaxy10_DECals-dataset-10374,2,2,0.7226
Galaxy10_DECals-dataset-02651,0,0,0.5278
Galaxy10_DECals-dataset-14283,2,2,0.4494
Galaxy10_DECals-dataset-00019,0,3,0.5
Galaxy10_DECals-dataset-03265,1,1,0.9147
Galaxy10_DECals-dataset-11259,2,2,0.9561
Galaxy10_DECals-dataset-15774,3,3,0.7333
Galaxy10_DECals-dataset-09972,2,2,0.5852
Galaxy10_DECals-dataset-08817,2,2,0.6916
Galaxy10_DECals-dataset-05158,1,1,0.6713
Galaxy10_DECals-dataset-01704,0,0,0.4512
Galaxy10_DECals-dataset-02660,0,3,0.4269
Galaxy10_DECals-dataset-00466,0,2,0.6023
Galaxy10_DECals-dataset-01243,0,2,0.457
Galaxy10_DECals-dataset-02217,0,2,0.556
Galaxy10_DECals-dataset-08777,2,2,0.8278
Galaxy10_DECals-dataset-13728,2,0,0.5333
Galaxy10_DECals-dataset-09238,2,2,0.8333
Galaxy10_DECals-dataset-08252,2,1,0.5884
Galaxy10_DECals-dataset-11873,2,1,0.6952
Galaxy10_DECals-dataset-09045,2,2,0.9285
Galaxy10_DECals-dataset-09182,2,2,0.6032
Galaxy10_DECals-dataset-02497,0,3,0.6
Galaxy10_DECals-dataset-10651,2,2,0.8496
Galaxy10_DECals-dataset-14201,2,2,0.779
Galaxy10_DECals-dataset-00200,0,3,1.0
Galaxy10_DECals-dataset-01893,0,2,0.4094
Galaxy10_DECals-dataset-07974,2,2,0.9313
Galaxy10_DECals-dataset-11343,2,2,0.8358
Galaxy10_DECals-dataset-13517,2,0,0.4034
Galaxy10_DECals-dataset-00606,0,1,0.621
Galaxy10_DECals-dataset-13903,2,2,0.7071
Galaxy10_DECals-dataset-12302,2,1,0.5951
Galaxy10_DECals-dataset-17582,3,3,0.6667
Galaxy10_DECals-dataset-16852,3,3,0.66
Galaxy10_DECals-dataset-02169,0,0,0.4667
Galaxy10_DECals-dataset-17460,3,2,0.4756
Galaxy10_DECals-dataset-08677,2,1,0.8325
Galaxy10_DECals-dataset-02363,0,0,0.5
Galaxy10_DECals-dataset-12764,2,2,0.6046
Galaxy10_DECals-dataset-13186,2,2,0.8991
Galaxy10_DECals-dataset-12571,2,3,0.8667
Galaxy10_DECals-dataset-02330,0,2,0.5555
Galaxy10_DECals-dataset-03427,1,1,0.6347
Galaxy10_DECals-dataset-15304,3,3,1.0
Galaxy10_DECals-dataset-03821,1,1,0.6437
Galaxy10_DECals-dataset-02816,0,2,0.4255
Galaxy10_DECals-dataset-06535,1,1,0.6063
Galaxy10_DECals-dataset-14053,2,2,0.8676
Galaxy10_DECals-dataset-01917,0,2,0.5
Galaxy10_DECals-dataset-13483,2,2,0.9023
Galaxy10_DECals-dataset-05319,1,1,0.9046
Galaxy10_DECals-dataset-02347,0,0,0.5667
Galaxy10_DECals-dataset-14361,2,2,0.7203
Galaxy10_DECals-dataset-10032,2,2,0.7661
Galaxy10_DECals-dataset-13667,2,2,0.3711
Galaxy10_DECals-dataset-06228,1,1,0.4437
Galaxy10_DECals-dataset-02301,0,0,0.4
Galaxy10_DECals-dataset-16225,3,3,0.5667
Galaxy10_DECals-dataset-01214,0,2,0.519
Galaxy10_DECals-dataset-01794,0,0,0.4667
Galaxy10_DECals-dataset-12864,2,2,0.3667
Galaxy10_DECals-dataset-02792,0,2,0.5271
Galaxy10_DECals-dataset-03187,1,1,0.8811
Galaxy10_DECals-dataset-11705,2,2,0.7743
Galaxy10_DECals-dataset-12219,2,2,0.5613
Galaxy10_DECals-dataset-11481,2,2,0.6044
Galaxy10_DECals-dataset-09677,2,2,0.4638
Galaxy10_DECals-dataset-11023,2,2,0.6554
Galaxy10_DECals-dataset-04964,1,1,0.8912
Galaxy10_DECals-dataset-17490,3,3,0.6322
Galaxy10_DECals-dataset-06812,1,1,0.4518
Galaxy10_DECals-dataset-16138,3,3,0.9833
Galaxy10_DECals-dataset-00206,0,1,0.8357
Galaxy10_DECals-dataset-02257,0,0,0.5586
Galaxy10_DECals-dataset-01679,0,1,0.4925
Galaxy10_DECals-dataset-06260,1,2,0.5982
Galaxy10_DECals-dataset-14192,2,1,0.4065
Galaxy10_DECals-dataset-14349,2,2,0.8291
Galaxy10_DECals-dataset-02311,0,3,0.4667
Galaxy10_DECals-dataset-05722,1,0,0.4842
Galaxy10_DECals-dataset-13900,2,2,0.6858
Galaxy10_DECals-dataset-10363,2,2,0.8295
Galaxy10_DECals-dataset-09466,2,2,0.7683
Galaxy10_DECals-dataset-00267,0,2,0.3547
Galaxy10_DECals-dataset-13015,2,2,0.7571
Galaxy10_DECals-dataset-07426,1,1,0.5606
Galaxy10_DECals-dataset-11919,2,0,0.5573
Galaxy10_DECals-dataset-04032,1,1,0.8117
Galaxy10_DECals-dataset-12874,2,2,0.4
Galaxy10_DECals-dataset-12180,2,2,0.9333
Galaxy10_DECals-dataset-04482,1,1,0.5602
Galaxy10_DECals-dataset-14953,3,3,0.9
Galaxy10_DECals-dataset-00823,0,1,0.6795
Galaxy10_DECals-dataset-13403,2,2,0.8602
Galaxy10_DECals-dataset-14107,2,1,0.3741
Galaxy10_DECals-dataset-00068,0,2,0.5816
Galaxy10_DECals-dataset-15350,3,3,0.8
Galaxy10_DECals-dataset-15076,3,3,0.7162
Galaxy10_DECals-dataset-05293,1,1,0.6034
Galaxy10_DECals-dataset-02832,0,2,0.3841
Galaxy10_DECals-dataset-02742,0,1,0.3913
Galaxy10_DECals-dataset-11088,2,2,0.884
Galaxy10_DECals-dataset-15047,3,3,0.9
Galaxy10_DECals-dataset-10746,2,2,0.7431
Galaxy10_DECals-dataset-09607,2,2,0.608
Galaxy10_DECals-dataset-05726,1,1,0.6863
Galaxy10_DECals-dataset-07613,1,1,0.4139
Galaxy10_DECals-dataset-06101,1,2,0.5145
Galaxy10_DECals-dataset-00470,0,0,0.3595
Galaxy10_DECals-dataset-00698,0,1,0.9784
Galaxy10_DECals-dataset-13861,2,2,0.6293
Galaxy10_DECals-dataset-16186,3,3,0.4099
Galaxy10_DECals-dataset-08029,2,2,0.7383
Galaxy10_DECals-dataset-04290,1,1,0.865
Galaxy10_DECals-dataset-04569,1,1,0.9947
Galaxy10_DECals-dataset-13177,2,2,0.7036
Galaxy10_DECals-dataset-08766,2,2,0.8275
Galaxy10_DECals-dataset-06780,1,1,0.9198
Galaxy10_DECals-dataset-04205,1,1,0.5444
Galaxy10_DECals-dataset-06064,1,2,0.5594
Galaxy10_DECals-dataset-03293,1,1,0.7374
Galaxy10_DECals-dataset-14059,2,2,0.5735
Galaxy10_DECals-dataset-15511,3,3,0.9333
Galaxy10_DECals-dataset-06556,1,1,0.6489
Galaxy10_DECals-dataset-04112,1,1,0.6021
Galaxy10_DECals-dataset-02518,0,2,0.6333
Galaxy10_DECals-dataset-11129,2,2,0.553
Galaxy10_DECals-dataset-03089,1,1,0.9589
Galaxy10_DECals-dataset-02122,0,0,0.4506
Galaxy10_DECals-dataset-00110,0,0,0.4311
Galaxy10_DECals-dataset-01152,0,0,0.5713
Galaxy10_DECals-dataset-08825,2,2,0.9618
Galaxy10_DECals-dataset-08667,2,2,0.4333
Galaxy10_DECals-dataset-01282,0,1,0.4523
Galaxy10_DECals-dataset-09197,2,2,0.8642
Galaxy10_DECals-dataset-08178,2,2,0.5976
Galaxy10_DECals-dataset-15999,3,3,0.8667
Galaxy10_DECals-dataset-01021,0,2,0.8317
Galaxy10_DECals-dataset-12107,2,3,0.8667
Galaxy10_DECals-dataset-14827,3,3,0.9667
Galaxy10_DECals-dataset-15628,3,3,1.0
Galaxy10_DECals-dataset-01892,0,0,0.5499
Galaxy10_DECals-dataset-04607,1,1,0.7671
Galaxy10_DECals-dataset-01919,0,3,0.5333
Galaxy10_DECals-dataset-03006,1,2,0.4532
Galaxy10_DECals-dataset-10962,2,2,0.8074
Galaxy10_DECals-dataset-09322,2,2,0.8906
Galaxy10_DECals-dataset-17504,3,3,0.6667
Galaxy10_DECals-dataset-14132,2,2,0.4864
Galaxy10_DECals-dataset-15926,3,2,0.371
Galaxy10_DECals-dataset-06798,1,2,0.6173
Galaxy10_DECals-dataset-03637,1,1,0.7997
Galaxy10_DECals-dataset-11909,2,0,0.4938
Galaxy10_DECals-dataset-10426,2,2,0.6667
Galaxy10_DECals-dataset-09366,2,2,0.9399
Galaxy10_DECals-dataset-12227,2,2,0.8286
Galaxy10_DECals-dataset-17423,3,3,0.5
Galaxy10_DECals-dataset-06734,1,1,0.6933
Galaxy10_DECals-dataset-11841,2,2,0.4925
Galaxy10_DECals-dataset-01685,0,2,0.5001
Galaxy10_DECals-dataset-00268,0,2,0.371
Galaxy10_DECals-dataset-02331,0,0,0.5955
Galaxy10_DECals-dataset-00717,0,2,0.5444
Galaxy10_DECals-dataset-08881,2,2,0.9059
Galaxy10_DECals-dataset-05388,1,1,0.9586
Galaxy10_DECals-dataset-04121,1,1,0.8067
Galaxy10_DECals-dataset-09483,2,2,0.6881
Galaxy10_DECals-dataset-14079,2,1,0.4037
Galaxy10_DECals-dataset-16428,3,3,0.7333
Galaxy10_DECals-dataset-15614,3,2,0.6379
Galaxy10_DECals-dataset-01400,0,0,0.5778
Galaxy10_DECals-dataset-03376,1,1,0.6008
Galaxy10_DECals-dataset-01522,0,2,0.6691
Galaxy10_DECals-dataset-16906,3,1,0.5374
Galaxy10_DECals-dataset-02298,0,0,0.3667
Galaxy10_DECals-dataset-11754,2,2,0.6272
Galaxy10_DECals-dataset-11900,2,2,0.6641
Galaxy10_DECals-dataset-10810,2,1,0.6022
Galaxy10_DECals-dataset-06957,1,1,0.6838
Galaxy10_DECals-dataset-01257,0,0,0.4581
Galaxy10_DECals-dataset-10899,2,2,0.9283
Galaxy10_DECals-dataset-06576,1,1,0.5121
Galaxy10_DECals-dataset-03296,1,2,0.5608
Galaxy10_DECals-dataset-06444,1,1,0.8034
Galaxy10_DECals-dataset-12789,2,1,0.4333
Galaxy10_DECals-dataset-07908,1,3,0.7222
Galaxy10_DECals-dataset-09922,2,2,0.6735
Galaxy10_DECals-dataset-01678,0,1,0.7867
Galaxy10_DECals-dataset-14853,3,3,0.7857
Galaxy10_DECals-dataset-02710,0,0,0.5145
Galaxy10_DECals-dataset-00202,0,2,0.589
Galaxy10_DECals-dataset-01219,0,0,0.4983
Galaxy10_DECals-dataset-10496,2,2,0.61
Galaxy10_DECals-dataset-11181,2,2,0.9056
Galaxy10_DECals-dataset-13540,2,2,0.5187
Galaxy10_DECals-dataset-00574,0,2,0.8456
Galaxy10_DECals-dataset-17590,3,3,0.9
Galaxy10_DECals-dataset-03551,1,1,0.9975
Galaxy10_DECals-dataset-10098,2,2,0.7546
Galaxy10_DECals-dataset-10990,2,2,0.9667
Galaxy10_DECals-dataset-02403,0,0,0.359
Galaxy10_DECals-dataset-13780,2,2,0.8391
Galaxy10_DECals-dataset-04955,1,1,0.7419
Galaxy10_DECals-dataset-15991,3,2,0.7667
Galaxy10_DECals-dataset-13478,2,2,0.8968
Galaxy10_DECals-dataset-06364,1,1,0.6292
Galaxy10_DECals-dataset-17198,3,3,0.6667
Galaxy10_DECals-dataset-01705,0,0,0.5566
Galaxy10_DECals-dataset-02788,0,0,0.5251
Galaxy10_DECals-dataset-05923,1,1,0.8136
Galaxy10_DECals-dataset-04356,1,1,0.8674
Galaxy10_DECals-dataset-08272,2,2,0.6112
Galaxy10_DECals-dataset-17507,3,3,0.8627
Galaxy10_DECals-dataset-11963,2,2,0.5775
Galaxy10_DECals-dataset-05184,1,1,0.5239
Galaxy10_DECals-dataset-14883,3,3,0.9667
Galaxy10_DECals-dataset-05035,1,2,0.5037
Galaxy10_DECals-dataset-16898,3,3,0.6308
Galaxy10_DECals-dataset-15938,3,3,0.9
Galaxy10_DECals-dataset-15572,3,3,0.9667
Galaxy10_DECals-dataset-10442,2,2,0.8486
Galaxy10_DECals-dataset-00709,0,1,0.9505
Galaxy10_DECals-dataset-00223,0,1,0.4164
Galaxy10_DECals-dataset-13507,2,2,0.9088
Galaxy10_DECals-dataset-07289,1,1,0.6571
Galaxy10_DECals-dataset-07429,1,1,0.6694
Galaxy10_DECals-dataset-12018,2,2,0.4781
Galaxy10_DECals-dataset-05579,1,1,0.9333
Galaxy10_DECals-dataset-05079,1,1,0.8977
Galaxy10_DECals-dataset-00569,0,0,0.6216
Galaxy10_DECals-dataset-10151,2,2,0.7266
Galaxy10_DECals-dataset-11704,2,3,0.85
Galaxy10_DECals-dataset-17320,3,3,0.7067
Galaxy10_DECals-dataset-14142,2,2,0.4302
Galaxy10_DECals-dataset-07088,1,1,0.7224
Galaxy10_DECals-dataset-12737,2,2,0.5193
Galaxy10_DECals-dataset-07428,1,1,0.6091
Galaxy10_DECals-dataset-13138,2,2,0.6298
Galaxy10_DECals-dataset-16243,3,3,0.8
Galaxy10_DECals-dataset-05348,1,1,0.9152
Galaxy10_DECals-dataset-15052,3,3,1.0
Galaxy10_DECals-dataset-13600,2,2,0.5557
Galaxy10_DECals-dataset-15910,3,3,0.838
Galaxy10_DECals-dataset-06580,1,1,0.4629
Galaxy10_DECals-dataset-08912,2,2,0.7842
Galaxy10_DECals-dataset-02027,0,2,0.7993
Galaxy10_DECals-dataset-02689,0,2,0.4296
Galaxy10_DECals-dataset-04747,1,1,0.8063
Galaxy10_DECals-dataset-16854,3,3,0.8667
Galaxy10_DECals-dataset-03054,1,1,0.7937
Galaxy10_DECals-dataset-01492,0,2,0.5272
Galaxy10_DECals-dataset-11219,2,2,0.7508
Galaxy10_DECals-dataset-06940,1,1,0.5484
Galaxy10_DECals-dataset-06434,1,1,0.5387
Galaxy10_DECals-dataset-17022,3,3,0.9667
Galaxy10_DECals-dataset-09125,2,2,0.9533
Galaxy10_DECals-dataset-01388,0,0,0.5113
Galaxy10_DECals-dataset-01734,0,0,0.5764
Galaxy10_DECals-dataset-11659,2,1,0.637
Galaxy10_DECals-dataset-01603,0,0,0.4045
Galaxy10_DECals-dataset-14996,3,2,0.3667
Galaxy10_DECals-dataset-14226,2,0,0.3833
Galaxy10_DECals-dataset-14004,2,2,0.4791
Galaxy10_DECals-dataset-14631,3,3,0.4667
Galaxy10_DECals-dataset-14460,3,3,0.6333
Galaxy10_DECals-dataset-10743,2,2,0.7497
Galaxy10_DECals-dataset-03303,1,1,0.8903
Galaxy10_DECals-dataset-05147,1,1,0.8311
Galaxy10_DECals-dataset-05294,1,1,0.6918
Galaxy10_DECals-dataset-12576,2,2,0.6966
Galaxy10_DECals-dataset-12251,2,2,0.7159
Galaxy10_DECals-dataset-15809,3,3,0.9667
Galaxy10_DECals-dataset-14024,2,3,0.5333
Galaxy10_DECals-dataset-13943,2,2,0.5361
Galaxy10_DECals-dataset-00753,0,1,0.7223
Galaxy10_DECals-dataset-06775,1,1,0.8097
Galaxy10_DECals-dataset-05106,1,1,0.5093
Galaxy10_DECals-dataset-14131,2,2,0.9338
Galaxy10_DECals-dataset-12275,2,1,0.4954
Galaxy10_DECals-dataset-09565,2,0,0.4954
Galaxy10_DECals-dataset-00828,0,2,0.5797
Galaxy10_DECals-dataset-05054,1,1,0.9111
Galaxy10_DECals-dataset-15915,3,3,0.9333
Galaxy10_DECals-dataset-14559,3,3,1.0
Galaxy10_DECals-dataset-14211,2,2,0.5231
Galaxy10_DECals-dataset-16913,3,3,0.9333
Galaxy10_DECals-dataset-11077,2,0,0.619
Galaxy10_DECals-dataset-01016,0,2,0.7756
Galaxy10_DECals-dataset-11177,2,2,0.6109
Galaxy10_DECals-dataset-09819,2,2,0.7978
Galaxy10_DECals-dataset-14622,3,3,1.0
Galaxy10_DECals-dataset-09951,2,2,0.8342
Galaxy10_DECals-dataset-11328,2,2,0.6554
Galaxy10_DECals-dataset-05992,1,2,0.4972
Galaxy10_DECals-dataset-11002,2,2,0.78
Galaxy10_DECals-dataset-10377,2,2,0.861
Galaxy10_DECals-dataset-14519,3,3,0.5333
Galaxy10_DECals-dataset-05152,1,1,0.5085
Galaxy10_DECals-dataset-14682,3,3,0.9
Galaxy10_DECals-dataset-02444,0,0,0.699
Galaxy10_DECals-dataset-13675,2,1,0.5525
Galaxy10_DECals-dataset-03393,1,1,0.9263
Galaxy10_DECals-dataset-13441,2,2,0.5953
Galaxy10_DECals-dataset-15391,3,3,0.7667
Galaxy10_DECals-dataset-11289,2,2,0.8498
Galaxy10_DECals-dataset-05001,1,1,0.8711
Galaxy10_DECals-dataset-02558,0,2,0.4811
Galaxy10_DECals-dataset-02061,0,2,0.7196
Galaxy10_DECals-dataset-07194,1,1,0.4229
Galaxy10_DECals-dataset-10010,2,2,0.7009
Galaxy10_DECals-dataset-02795,0,2,0.5103
Galaxy10_DECals-dataset-04040,1,2,0.4881
Galaxy10_DECals-dataset-06562,1,1,0.7188
Galaxy10_DECals-dataset-14744,3,3,0.5667
Galaxy10_DECals-dataset-13779,2,1,0.4022
Galaxy10_DECals-dataset-15135,3,3,0.9
Galaxy10_DECals-dataset-07584,1,2,0.585
Galaxy10_DECals-dataset-02687,0,2,0.6583
Galaxy10_DECals-dataset-13270,2,3,0.3426
Galaxy10_DECals-dataset-08209,2,2,0.4444
Galaxy10_DECals-dataset-05401,1,1,0.8267
Galaxy10_DECals-dataset-08177,2,2,0.7028
Galaxy10_DECals-dataset-15348,3,3,0.9
Galaxy10_DECals-dataset-16193,3,3,0.8
Galaxy10_DECals-dataset-02941,1,1,0.7332
Galaxy10_DECals-dataset-04539,1,1,0.98
Galaxy10_DECals-dataset-01838,0,1,0.5538
Galaxy10_DECals-dataset-01901,0,0,0.4387
Galaxy10_DECals-dataset-16924,3,3,0.9667
Galaxy10_DECals-dataset-10131,2,2,0.5192
Galaxy10_DECals-dataset-00667,0,1,0.7452
Galaxy10_DECals-dataset-08748,2,2,0.7131
Galaxy10_DECals-dataset-12386,2,2,0.7902
Galaxy10_DECals-dataset-04797,1,1,0.7435
Galaxy10_DECals-dataset-15054,3,2,0.4704
Galaxy10_DECals-dataset-10856,2,2,0.7909
Galaxy10_DECals-dataset-13960,2,0,0.5764
Galaxy10_DECals-dataset-09606,2,2,0.5118
Galaxy10_DECals-dataset-02376,0,0,0.6667
Galaxy10_DECals-dataset-13678,2,3,0.6667
Galaxy10_DECals-dataset-02695,0,2,0.5009
Galaxy10_DECals-dataset-13228,2,3,0.419
Galaxy10_DECals-dataset-08192,2,2,0.6899
Galaxy10_DECals-dataset-00384,0,2,0.5293
Galaxy10_DECals-dataset-10231,2,2,0.7884
Galaxy10_DECals-dataset-13273,2,2,0.7731
Galaxy10_DECals-dataset-00763,0,2,0.5004
Galaxy10_DECals-dataset-06578,1,1,0.4614
Galaxy10_DECals-dataset-13708,2,2,0.5606
Galaxy10_DECals-dataset-09746,2,2,0.4869
Galaxy10_DECals-dataset-17526,3,3,0.9667
Galaxy10_DECals-dataset-06297,1,2,0.3876
Galaxy10_DECals-dataset-01493,0,0,0.6149
Galaxy10_DECals-dataset-09678,2,0,0.3615
Galaxy10_DECals-dataset-04848,1,1,0.8666
Galaxy10_DECals-dataset-17203,3,3,0.4333
Galaxy10_DECals-dataset-10295,2,2,0.8861
Galaxy10_DECals-dataset-01079,0,2,0.6447
Galaxy10_DECals-dataset-08016,2,2,0.6111
Galaxy10_DECals-dataset-09062,2,2,0.9135
Galaxy10_DECals-dataset-17541,3,3,0.6667
Galaxy10_DECals-dataset-10926,2,2,0.6919
Galaxy10_DECals-dataset-08500,2,2,0.5912
Galaxy10_DECals-dataset-16629,3,3,0.5
Galaxy10_DECals-dataset-11549,2,2,0.3874
Galaxy10_DECals-dataset-07612,1,3,0.4
Galaxy10_DECals-dataset-14458,3,3,0.625
Galaxy10_DECals-dataset-14135,2,1,0.669
Galaxy10_DECals-dataset-09254,2,2,0.9803
Galaxy10_DECals-dataset-02199,0,2,0.4
Galaxy10_DECals-dataset-02908,0,0,0.4238
Galaxy10_DECals-dataset-11533,2,2,0.6647
Galaxy10_DECals-dataset-15231,3,3,0.9667
Galaxy10_DECals-dataset-10619,2,2,0.9
Galaxy10_DECals-dataset-16745,3,1,0.3833
Galaxy10_DECals-dataset-13045,2,2,0.7384
Galaxy10_DECals-dataset-03453,1,1,0.8544
Galaxy10_DECals-dataset-17209,3,2,0.6836
Galaxy10_DECals-dataset-10336,2,2,0.521
Galaxy10_DECals-dataset-03397,1,1,0.8073
Galaxy10_DECals-dataset-14506,3,3,0.6333
Galaxy10_DECals-dataset-03134,1,1,0.9247
Galaxy10_DECals-dataset-02926,0,2,0.5542
Galaxy10_DECals-dataset-02323,0,0,0.4667
Galaxy10_DECals-dataset-14424,2,2,0.8468
Galaxy10_DECals-dataset-06745,1,1,0.8401
Galaxy10_DECals-dataset-00375,0,2,0.4579
Galaxy10_DECals-dataset-10857,2,2,0.658
Galaxy10_DECals-dataset-03291,1,1,0.6433
Galaxy10_DECals-dataset-06552,1,1,0.7338
Galaxy10_DECals-dataset-14726,3,3,0.8333
Galaxy10_DECals-dataset-01500,0,0,0.8
Galaxy10_DECals-dataset-08421,2,2,0.8549
Galaxy10_DECals-dataset-06589,1,1,0.4114
Galaxy10_DECals-dataset-15198,3,3,0.8333
Galaxy10_DECals-dataset-04959,1,1,0.7865
Galaxy10_DECals-dataset-06089,1,1,0.5225
Galaxy10_DECals-dataset-10930,2,2,0.6667
Galaxy10_DECals-dataset-15404,3,3,0.9667
